Hardware Angel,+(91)-9152709240,4.2,1000,"Shop No 3,4,5  Prime Location, Tagore Road, Rajkot - 360002, Opposite Krishna Corner",,"Hardware Shops,"
Tarak Industries,+(91)-7490009598,0.0,1000,"Ankur Nager Main Road, Rajkot - 360004, Near Satadhar Estate,Opposite Om Pan",,"Hardware Shops,"
Siddhnath Hardware & Electr..,+(91)-9374599939,0.0,1000,"Tirupati Complex, 2-Jalaram Society, University Road, Rajkot - 360005, Near Shakti Higher Secondary School",,"Hardware Shops,"
Jay Somnath Hardware & Sani..,+(91)-9409311712,0.0,1000,"Classic Apartment, Below Sbi Bank, 150 Feet Ring Road, Rajkot - 360005, Raiya Telecom Exchange",,"Hardware Shops,"
Siddhnath Hardware,+(91)-8000846346,0.0,1000,"2 Tirupati Complex, 2 Jalaram Society, University Road, Rajkot - 360005, Behind Wockhardt Hospital",,"Hardware Shops,"
Shubham Hardware And Sanita..,+(91)-9328044317,0.0,1000,"Shop No-12, Krishna Complex, B/H Avadh Art, 150 Feet Ring Road, Rajkot - 360005, Opp.raiya Telephone Exchange",,"Hardware Shops,"
Aakash Enterprises,+(91)-281-2384293,0.0,1000,"90, Mira Udyog, 150 Feet Ring Road, Rajkot - 360005, Behind Aji Gidc",,"Hardware Shops,"
Hira Electric Hardware,+(91)-9904954729,0.0,1000,"Shop No 10 Krishna Complex, Main Road, 150 Feet Ring Road, Rajkot - 360005, Near Raiya Telefone Exchange",,"Electricians,"
Laxmi Hardware,+(91)-8866142388,0.0,1000,"150 Feet Ring Road, Rajkot - 360005, Near Rosary School",,"Hardware Shops,"
Patel Hardware And Seneteri,+(91)-9913085058,0.0,1000,"Suncity Arcad, Sadhuwaswani Road, University Road, Rajkot - 360005, Nr. Pralap Green City",,"Hardware Shops,"
JAY Somnath Hardware & Sani..,+(91)-9426784663,0.0,1000,"Classic Apartment Ground Floor, Below SBI Bank, 150 Feet Ring Road, Rajkot - 360005, Near Raiya Telephone Exchange",,"Hardware Shops,"
jay somnath hardware,+(91)-9099986893,0.0,1000,"classic appt, main road, 150 Feet Ring Road, Rajkot - 360005, below state bank",,"Hardware Shops,"
Shree Ganesh Plywood,+(91)-8128524009,0.0,1000,"Dholakiya School Road, 150 Feet Ring Road, Rajkot - 360005, Near Balaji Hall, Opposite Swaminarayan Party Plot",,"Hardware Shops,"
Geeta Hardware Point,+(91)-9879073311,0.0,1000,"Raiya Circle, 150 Feet Ring Road, Rajkot - 360005, Opposite Poojara",,"Hardware Shops,"
Vraj Plywood & Hardware,+(91)-9979469797,0.0,1000,"Shop No- 101, Raviraj Complex, 150 Feet Ring Road Main Road, 150 Feet Ring Road, Rajkot - 360005, Near Balaji Hall",,"Hardware Shops,"
Sangam Hardware And Sanitar..,+(91)-9712777843,0.0,1000,"Shiv Complex, 40 Feet Road, 150 Feet Ring Road, Rajkot - 360005, Near Om Nagar",,"Hardware Shops,"
Parth Industries,+(91)-9712197136,0.0,1000,"Corner, Plot No, No 4/6, 126a Meera Udhyog Nagar Street, Rajkot - 360003, Near Aji Road",,"Hardware Shops,"
Shivam Hardware & Plywood (..,+(91)-281-2369505,0.0,1000,"JK Hall, 150 feet Ring Road, Mavdi Plot, Rajkot - 360004, Opposite Balaji Hall, Near Bapasitaram Petrol Pump",,"Hardware Shops,"
Shree Eshvar Krupa Hardware..,+(91)-281-2572961,0.0,1000,"8-Shurya Com., 150 Feet Ring Road, Rajkot - 360005, Opp.trimurti Balaji Temple",,"Hardware Shops,"
Prachi Hardwares,+(91)-8866780214,0.0,1000,"Opposite Telecom Exchange, 150 Feet Ring Road, Rajkot - 360005, Raiya Telecom Exchange",,"Hardware Shops,"
Shree Ram Hardware,+(91)-9662570907,0.0,1000,"Radhika Appartment, 150 Feet Ring Road, Rajkot - 360005, Opp Varudi Complex",,"Hardware Shops,"
Shiv Shakti Hardware & Pain..,+(91)-9426249136,4.6,1000,"Rainy Road, Raiya Circle, Rajkot - 360007, Opposite Alap Green City, Near Pramukhswami Auditorium",,"Hardware Shops,"
M D Plywood & Hardware,+(91)-8128727437,4.7,1000,"Shop No 9/10, Nakshtra 7, Rajkot Raiya Road, Rajkot - 360007, Near Bapa Sitaram Chowk",,"Hardware Shops,"
New Sarvaiya Hardware,+(91)-9924080899,4.7,1000,"Rajkot Raiya Road, Rajkot - 360007, Near Paradise Hall and Ganesh Park Coner, Bapasitaram Chowk",,"Hardware Shops,"
Shree Khodiyar Hardware & P..,+(91)-9979350049,4.5,1000,"Shop No 15, Shamal Vertical, Sadhuvashvani Main Road, Rajkot Raiya Road, Rajkot - 360007, Opposite Maruti Mobile",,"Hardware Shops,"
J T & Colour,+(91)-8866232160,5.0,1000,"SHRADDHA COMPLEX,, Karansinhji main road,, Amin Chowk, Rajkot - 360001, opp, Yes Hotel,",,"Hardware Shops,"
Jayant Hardware,+(91)-8325368543,5.0,1000,"Panchayat Nagar, Rajkot HO, Rajkot - 360001, Unjversity road",,"Hardware Shops,"
Patel Hardware And Sanitary,+(91)-9913085058,4.0,1000,"Shop No 1 Sun City Arcade, Sadhuvasvani Road, Rajkot Raiya Road, Rajkot - 360007",,"Hardware Shops,"
Dhairya Hardware,+(91)-9837573201,0.0,1000,"Satyam Complex, Geeta Nagar, Rajkot HO, Rajkot - 360001, Akashwani",,"Hardware Shops,"
Sawastil Hardware & Cement,+(91)-9998007711,5.0,1000,"Bapasitaram Chowk, Mavdi Bypass Road, Mavdi Main Road, Rajkot - 360004, Nr. Poonam Dampur",,"Hardware Shops,"
Uttam Hardware,+(91)-9978448688,4.5,1000,"Krishna Complex-3, Shop No.G-1, Nana Mava Main Road, Rajkot - 360005, Near Rajnagar Chowk",,"Hardware Shops,"
Akshar Ply & Hardware,+(91)-9879968355,4.9,1000,"Gold Complex, Opposite Green Park, Mavdi Main Road, Rajkot - 360004, Bapa Sitaram Chowk",,"Hardware Shops,"
Navdeep Ply & Lam Point,+(91)-9624329243,4.9,1000,"Shop No. 5 Shreeji Complex, 150 Feet Ring Road, Rajkot - 360005, Near Om Brts Bus Stand",,"Hardware Shops,"
Shreeji Hardware Mart,+(91)-7777970184,4.7,1000,"Shreeji, Naval Nagar, Mavdi Main Road, Rajkot - 360004, Opp Malaviya Police Station",,"Hardware Shops,"
Rajesh Hardware,+(91)-9824593671,4.3,1000,"Shakti Complex, Laxminagar Main Road, Laxmi Nagar, Chandreshnagar, Rajkot - 360004",,"Hardware Shops,"
Shree Ram Color And Home Zo..,+(91)-9998856494,5.0,1000,"Shop No 29, Real Prime Complex, Mavdi Road, Mavdi Main Road, Rajkot - 360004, Near Bapa Sitaram Chok",,"Hardware Shops,"
Virat Hardware & Ply,+(91)-9879700151,5.0,1000,"Shop No.5, Krishna Complex, Gurukul Road , Bapasitaram Chowk, Mavdi Main Road, Rajkot - 360004",,"Hardware Shops,"
Madhav Traders,+(91)-9909603935,4.8,1000,"Shop No. 5, Gold Complex, Main Road, Mavdi Main Road, Rajkot - 360004, Near Bapa Sitaram Chok",,"Plumbers,"
Uttam Paints & Hardware Mar..,+(91)-9998922022,4.0,1000,"Chandresnager Main Road, Chandreshnagar, Rajkot - 360004, Near Parshav Hospital Mavdi Plot, Bajrang Chowk",,"Hardware Shops,"
Shrinath Marketing,+(91)-9228518603,3.5,1000,"Aakar Complex, 150 Feet Main Road, 150 Feet Ring Road, Rajkot - 360005, Opposite Jay Ganesh Ford Showroom",,"Hardware Shops,"
Dharma Bhakti Traders,+(91)-281-2562407,5.0,1000,"Kalavad Main Road, Mota Mava, Rajkot - 360005, Near Mota Mava, Opposite Rangoli Park",,"Hardware Shops,"
Jay Khodiyar Hardware And E..,+(91)-9924272051,5.0,1000,"Panchnath Scoiety, Bapa Sitaram Chowk, Mavdi Main Road, Rajkot - 360004, Near Women Hospital",,"Hardware Shops,"
Kalp Hardware,+(91)-8530064495,5.0,1000,"Near Jay Ambe Motor, 150 Feet Ring Road, Rajkot - 360005, Near Nanavati Chowk",,"Plumbers,"
VNS Sanitary & Hardware,+(91)-9898020220,4.4,1000,"Mavdi Chowkdi, 150 Feet Ring Road, Rajkot - 360005, Near Krishna Park",,"Hardware Shops,"
Sadhana Wood And Hardware,+(91)-281-2588036,4.8,1000,"Shilp Complex, 150 Feet Ring Road, Rajkot - 360005, Near Amruta Hospital, Raiya Circle",,"Hardware Shops,"
Ganesh Hardware,+(91)-9429560262,4.7,1000,"Platinum Square, Shop No.4, Ambika Township, Nana Mava, Rajkot - 360005, B/H Kasturi Residency",,"Hardware Shops,"
Radhe Hardware And Sanitary,+(91)-9909017854,4.5,1000,"Kaushal Plaza, Near Bapasitaram, Mavdi Main Road, Rajkot - 360004, Near Green Park",,"Hardware Manufacturers,"
HD Enterprise And Hardware,+(91)-9979873383,5.0,1000,"Patel Boarding, Sardar Nagar Main Road, 150 Feet Ring Road, Rajkot - 360005, Near Patel Boarding",,"Hardware Shops,"
Shilpa Enterprise,+(91)-9825230634,5.0,1000,"Plot No.64, Ring Road,, Mira Udhyog,, Aji Industrial Estate, RAJKOT - 360003, Behind Aji Gidc",,"Hardware Shops,"
Shree Ram Hardware,+(91)-9879451792,5.0,1000,"Mavdi Circle, 150 Feet Ring Road, Rajkot - 360005, Near Radhika Restaurant",,"Hardware Shops,"
Jaydeep Hardware,+(91)-281-2367059,5.0,1000,"Eyes Hospital, Mavdi Main Road, Rajkot - 360004",,"Hardware Shops,"
ARMA Hardware,+(91)-9574079999,4.5,1000,"1/4, Mavdi Plot, Rajkot - 360004, Near Kishor Mill",,"Hardware Manufacturers,"
Hardware Villa,+(91)-9427236817,4.5,1000,"Auto Place, 150 Feet Ring Road, 150 Feet Ring Road, Rajkot - 360005, Opposite Surydeep Hotel",,"Hardware Shops,"
Shubham Plywood,+(91)-9979104941,4.5,1000,"Dhruvraj Complex, Chandreshnagar Main Road, Chandreshnagar, Rajkot - 360004, Opposite Backbon Hall, Mayani Chowk",,"Hardware Shops,"
Patel Hardware & Sanitarywa..,+(91)-281-2371701,4.3,1000,"Mavdi Main Road, Rajkot - 360004, Beside Vishal Complex",,"Hardware Shops,"
Interior Choice,+(91)-281-2476696,4.0,1000,"Tapovan, Manhar Society, Nana Mahuva Main Road, Nana Mava Main Road, Rajkot - 360005, Near Suraymukhi Hanuman Temple",,"Hardware Shops,"
Shri Ganesh Tools and Hardw..,+(91)-9137913799,3.0,1000,"Avsar Appartment, Shop No 6, Diwali Park, 80 Feet Road, Rajkot - 360004, Behind Punit Nagar",,"Hardware Shops,"
Matel Tools & Hardware,+(91)-9879328143,2.5,1000,"Umakant Pandit Udhyognagar 3, Amar Nagar Main Road, Mavdi Plot, Rajkot - 360004",,"Hardware Shops,"
Care Plywood And Hardware,+(91)-9879982799,2.0,1000,"MAA Harsiddhi, 150 Feet Ring Road, 150 Feet Ring Road, Rajkot - 360005, Mavdi Chowkdi, Opp Kardiya Rajput Wadi",,"Hardware Shops,"
Patel Tools & Hardware,+(91)-9687423220,3.5,1000,"Crystal, Corner, First Floor, Shop 1,Mvdi Bypass, 150 Feet Ring Road, Rajkot - 360005, Near Radhe Hotel,Opposite Umiya Brts Bus Station",,"Hardware Shops,"
Shiv Hardwer,+(91)-9825578931,5.0,1000,"150 Feet Ring Road, Rajkot - 360005, Near OM Nagar, Opp. OM Nagar Bus Stand",,"Hardware Shops,"
Patel Hardware,+(91)-9913229945,5.0,1000,"Mainroad, Nana Mava Main Road, Rajkot - 360005, Nr Rajnagar Chowk",,"Hardware Shops,"
Shiv Shakti Hardware & Sani..,+(91)-281-2433229,4.5,1000,"Shiv Shakti Hardware, Nana Mava Road, Nana Mava, Rajkot - 360005, Opp. Milani Nivash",,"Hardware Shops,"
Chamunda Hardware & Sanitar..,+(91)-0281-2360212,5.0,1000,"Mavdi Main Road, Rajkot - 360004, Opposite Shivam Hospital, Uday Nagar",,"Hardware Shops,"
Hardware Morden,+(91)-9727166077,5.0,1000,"Shop  4., 150 Feet Ring Road, Rajkot - 360005, Near OM Nagar Bus Station",,"Hardware Shops,"
SKY Impex Innovative Hardwa..,+(91)-8469990022,5.0,1000,"Shop No 16 , Sagar Complex, 150 Feet Ring Road, Rajkot - 360005, Omnagar Chock",,"Hardware Shops,"
Luhar P L Hardware Tools,+(91)-9727030500,5.0,1000,"Prabhukrupa Appt, Nanamava Main Road, Nana Mava, Rajkot - 360005, Nr Rajnagar Chowk",,"Hardware Shops,"
Krishna Plywood & Hardware,+(91)-9825600217,5.0,1000,"Raj Nagar Street Number 5, 150 Feet Ring Road, Rajkot - 360005, Near Surya Mukhi Temple, Near Iscon Mall",,"Hardware Shops,"
Jay Balaji Enterprise,+(91)-7600701578,5.0,1000,"Shop 3, HDFC Atm Beside, 150 Feet Ring Road, Rajkot - 360005, Near Mavdi Chokdi",,"Hardware Shops,"
Patel Ply And Hardware,+(91)-9898807055,5.0,1000,"Shop No.6, Shivalay Complex, Near Ashirwad Hospital, Mavdi Main Road, Rajkot - 360004",,"Hardware Shops,"
India Hardware & Plywood,+(91)-9979105786,5.0,1000,"Shop No 4, Nana Mava Main Road, Rajkot - 360005, Opposition  Suryanagar , Near Rajnaga Chowk",,"Hardware Shops,"
Hardware World,+(91)-9725623596,5.0,1000,"Shop No.4, Ram Square Complex, Mavdi By Pass Road, Rajkot, Rajkot - 360004, Opp.Sanskar City, Near Ram Dham Ashram",,"Hardware Shops,"
Murlidhar Electric & Hardwa..,+(91)-281-2367451,5.0,1000,"Mavdi Main Road, Rajkot - 360004, Opposite Alka Society",,"Hardware Shops,"
Jaldeep Hardware,+(91)-281-2377238,4.5,1000,"Rajnagar Society, Near Balaji Temple, Nana Mava Main Road, Rajkot - 360005, Near Raj Nagar Chowk",,"Hardware Shops,"
Shree Balaji Laminates Ply ..,+(91)-8866147552,4.5,1000,"Dhruvraj Complex ,Near Backbon Hall, Chandreshnagar Main Road, Chandreshnagar, Rajkot - 360004, Near Mayani Chowk",,"Hardware Shops,"
Kalp Hardware,+(91)-9824863665,4.5,1000,"150 Feet Ring Road, 150 Feet Ring Road, Rajkot - 360005, Near By Panjab Honda Show Room",,"Hardware Shops,"
Shree Gayatri Hardware Gall..,+(91)-281-6555535,4.0,1000,"Gayatri Arcade, Jay Park Main Road, Nana Mava Main Road, Rajkot - 360005, Opposite Florence Hospital",,"Hardware Shops,"
Akash Hardware Gallery,+(91)-9428464952,3.0,1000,"Shree Balaji Complex, Nana Mava, Nana Mava Main Road, Rajkot - 360005, Near Vishal Paints",,"Hardware Shops,"
krishna tools,+(91)-9096799426,4.0,1000,"Main Road, Near Alishan Apartment, 150 Feet Ring Road, Rajkot - 360005, Saurashtra Kala Kendra",,"Hardware Shops,"
Khodiyar Hardware,+(91)-8866129579,0.0,1000,"Shop No G/6, 150 Feet Ring Road, Rajkot - 360005, Near om nagar",,"Hardware Shops,"
Akashdeep Ply And Hardware,+(91)-9898704601,0.0,1000,"Shop No 1, Shree Balaji Complex, Main Road, Nana Mava Main Road, Rajkot - 360005, Near ICICI Bank",,"Hardware Shops,"
Shree Varudi Hardware & Ply..,+(91)-281-2472241,0.0,1000,"Shree Ram Complex Shop No - 4, Ground Floor, Nana Mava Main Road, Rajkot - 360005, Opp Florence Hospital",,"Hardware Shops,"
Khodal Industries,+(91)-9427912054,0.0,1000,"Kishan Industrial Area Nh 8b, Aji Ring Road, Aji Industrial Estate, Rajkot - 360003, B/H Murlidhar Weigh Bridge",,"Hardware Manufacturers,"
Gujarat Tools & Hardware,+(91)-9879312026,0.0,1000,"Kishan Tailor Street, Mavdi Plot, Rajkot - 360004, Near Saraswati Estate",,"Hardware Shops,"
Vishal Paints & Hardware,+(91)-9427222205,0.0,1000,"Supad Complex, Raiya Circle, 150 Feet Ring Road, Rajkot - 360005, Opp Divya Complex",,"Hardware Shops,"
Shree Chamunda plywood and ..,+(91)-9879086048,0.0,1000,"50 Feet Road,  Aditya Park, 150 Feet Ring Road, Rajkot - 360005, Opposite Sanidhya Bunglows",,"Hardware Shops,"
Shreeji Play & Hardware,+(91)-7228978489,3.0,1000,"Om Nagar, 150 Feet Ring Road, 150 Feet Ring Road 40 Feet Road, Chandreshnagar, Rajkot - 360004",,"Hardware Shops,"
Crystal Hardware,+(91)-8128002346,0.0,1000,"Radheshyam Society, 3/A, Mavdi Chowkdi, Street, Girnar Society, Rajkot - 360004, Near Rangila Hanuman",,"Hardware Shops,"
Nachiketa Hardware,+(91)-9925761612,0.0,1000,"4, Badal Complex, Raiya Road, 150 Feet Ring Road, Rajkot - 360005, Opp Ghantakarna Temple",,"Hardware Shops,"
Amrutam Ply & Hardware,+(91)-9727646611,0.0,1000,"Rad He Shyam Part - 1 Complex, Omnagr, Omnagar, Rajkot - 360004, Near BRTS Bus Stop",,"Hardware Shops,"
Sadhana hardware,+(91)-9824482683,0.0,1000,"shilp complex, opp mahavir temple, 150 Feet Ring Road, Rajkot - 360005, nr raiya chokdi",,"Hardware Shops,"
Kunj Plywood & Hardware,+(91)-9978873074,0.0,1000,"Badal Complex, 150 Feet Ring Road, Rajkot - 360005, Near Raiya Circle",,"Hardware Shops,"
Shree Bajarang Hardware Ply..,+(91)-8980810872,0.0,1000,"Kalpan Plaza, 150 Feet Ring Road, Rajkot - 360005, Opp. Kisan Petrol Pump",,"Hardware Shops,"
manish enterprise,+(91)-7698923754,0.0,1000,"main road, near exchange, 150 Feet Ring Road, Rajkot - 360005, raiya telecom exchange",,"Hardware Shops,"
Shri Balvi Wooden And Hardw..,+(91)-9033507896,0.0,1000,"40 fit dharam nagar main road, 40 Feet Main road, 150 Feet Ring Road, Rajkot - 360005, Near khodal hotel",,"Hardware Shops,"
Pitru Ashish Plywood & Hard..,+(91)-9924588738,0.0,1000,"150 Feet Ring Road, 40 Feet Road, Mavdi Plot, Rajkot - 360004, Oppsite  Khodal Hotel",,"Hardware Shops,"
mtx hardware,+(91)-8866609075,0.0,1000,"MTX HARDWARE, Street-3,, Mavdi Plot, Rajkot - 360004, Radheshyam Society",,"Hardware Shops,"
Shree Krushna Hardware,+(91)-9925885447,0.0,1000,"C/10 Shantiniketan Park-2, 150 Feet Ring Road, Rajkot - 360005",,"Hardware Shops,"
Antique Hardware Point,+(91)-9824066504,0.0,1000,"Main Road, 150 Feet Ring Road, Rajkot - 360005, Near Om Nagar Brts Stop",,"Hardware Shops,"
Shree Nageshwar Hardware,+(91)-9427221314,0.0,1000,"Rameshwar Main Road, 150 Feet Ring Road, Rajkot - 360005, Haridwar avenyu",,"Hardware Shops,"
Bhav & Kish Tools And Hardw..,+(91)-8128221121,0.0,1000,"Main Road, 150 Feet Ring Road, Rajkot - 360005, Opposite Moonlight Marble",,"Hardware Shops,"
Harsiddhi Hardware & Tools,+(91)-8000899778,0.0,1000,"Parbhukrupa Apprtment, Nana Mava Main Road, Nana Mava, Rajkot - 360005, Rajnagar Chowk",,"Hardware Shops,"
Mohit Hardware,+(91)-9998195408,0.0,1000,"Mayani Nagar Main Road, Chandreshnagar, Rajkot - 360004, Street No-3",,"Hardware Shops,"
Amrut Plywood & Hardware,+(91)-9925047215,0.0,1000,"Swagat Arcade Shop No 9, Nr Mavdi Village, Mavdi Main Road, Rajkot - 360004",,"Hardware Shops,"
Amrut Ply & Hardware,+(91)-9723684097,0.0,1000,"Swagat Arcade 2, shop number 9, Mavdi Main Road, Rajkot - 360004, near mavdi village",,"Hardware Shops,"
Param Enterprise,+(91)-8511146611,0.0,1000,"Shop No -3, Surymukhi Hanuman, Nana Mava Main Road, Rajkot - 360005, Opp Balaji Pan",,"Hardware Shops,"
Shantosh Plywoods & Hardwar..,+(91)-9904600806,0.0,1000,"Main Road, Mavdi Main Road, Rajkot - 360004",,"Hardware Shops,"
Om Hardware Sanitary And El..,+(91)-0281-2386399,0.0,1000,"Patel Park, Mavdi Main Road, Mavdi Plot, Rajkot - 360004, Near Mayani Chowk",,"Hardware Shops,"
Jyoti Hardware,+(91)-9924495512,0.0,1000,"Mawdi Chowk, 150 Feet Ring Road, Rajkot - 360005",,"Hardware Shops,"
Suyog Pipe & Hardware,+(91)-0281-2360637,0.0,1000,"Shyam Complex, Mavdi Main Road, Rajkot - 360004",,"Hardware Shops,"
Shri Krishna Hardware & Ele..,+(91)-9427963775,0.0,1000,"Patel Complex, Mavdi Main Road, Rajkot - 360004, Sorthiyavadipariwar",,"Hardware Shops,"
Shree Vishwakarma Hardware ..,+(91)-281-2372438,0.0,1000,"2, Uday Nagar, Mavdi Main Road, Rajkot - 360004, Near Sahyog Hospital",,"Hardware Shops,"
Patel Plywood And Hardware,+(91)-281-2463361,0.0,1000,"9, Manahar Plot Corner, Godown Road, Manhar Plot, Rajkot - 360002, Opposite Samvedna Aprtment",,"Hardware Shops,"
Shreenathji Hardware Sanita..,+(91)-281-2386237,0.0,1000,"Mavdi Main Road, Rajkot - 360004, Opposite Alka Society",,"Hardware Shops,"
Madhav hardware,+(91)-8140255129,0.0,1000,"Main road, University Road, Rajkot - 360005, Sadhuvasvani",,"Hardware Shops,"
Khedut Hardware & Plywood,+(91)-7779087412,5.0,1000,"504seleriyam Height, Ravki Road, Ravki Roadmavdi Bypass Road, Ravki, Rajkot - 360004",,Hardware Shops
Madhav Hardware & Sanitary,+(91)-9879460719,0.0,1000,"Pawan Complex, Main Road, Chandreshnagar, Rajkot - 360004, Opposite  SBI Bank",,"Hardware Shops,"
Gatral Industries,+(91)-9824260649,0.0,1000,"5, Umakant Pandit Udhyog Nagar, Rajkot - 360004",,"Hardware Shops,"
Radhika Products,+(91)-9898065503,0.0,1000,"Divya Park, 1 Movdi Main Road, Rajkot - 360004, Opposite Fire Station",,"Hardware Shops,"
Babaji Sanitary And Hardwar..,+(91)-8401593725,0.0,1000,"Dhebar Road, Opp,Jivan Comercial Bank., University Road, Rajkot - 360005, Opposite Shivam Hospital",,"Hardware Shops,"
Balaji Enterprise,+(91)-9924024128,0.0,1000,"Mavdi Bypass Road, Mavdi Plot, Rajkot - 360004, Near Hari Darshan",,"Hardware Shops,"
Murlidhar Electric Hardware..,+(91)-0281-2367451,0.0,1000,"Mavdi Main Road, Rajkot - 360004, Opposite Fuliya Hanuman Temple",,"Hardware Shops,"
Nandan Hardware,+(91)-9687163903,0.0,1000,"Radhe Krishna App., Mavdi Bypass, Rajkot - 360004",,"Hardware Shops,"
Gloree Kitchenware,+(91)-9898527778,0.0,1000,"01,, Laxmi Nagar Main Road, Laxminagar, Rajkot - 360004, Opp Field Marshal Wadi",,"Hardware Manufacturers,"
Satyam Plywood & Hardware,+(91)-281-2460050,0.0,1000,"Laxminagar Main Road, Sheri No 8, Laxminagar, Rajkot - 360004, Besides Barsana Apartment",,"Hardware Shops,"
Ganesh Industries,+(91)-8780427556,0.0,1000,"Mahaev Wadi Main Road, Laxminagar, Rajkot - 360004, Near Laxmi Nagar B/h Trive Murati Tower",,"Hardware Shops,"
Nilkanth Hardware,+(91)-9638899220,0.0,1000,"Laxminagar, Rajkot - 360004, Near School No 47",,"Hardware Shops,"
Shree Vishwakarma Hardware ..,+(91)-9327157272,0.0,1000,"Mavdi Main Road, Rajkot - 360004, Opposite Maruti Medical Store,Near Vishweshwar Mahadev",,"Hardware Shops,"
Aalech Plywood & Hardware,+(91)-9879982799,0.0,1000,"Umiya Chowk, 150 Feet Ring Road, Rajkot - 360005, Near Radhe Hotel",,"Hardware Shops,"
Hardware Khazana,+(91)-281-2463999,4.3,1000,"Shop No 30 to 32 Rajratna Complex, Tagore Road, Rajkot - 360002, Near Atul Motors Pvt Ltd",,"Hardware Shops,"
Imperial Hardware,+(91)-8980460450,4.2,1000,"Ground Floor, Shop No 3, Golden Plazza, Tagore Road, Rajkot - 360002, Opposite J P Tower",,"Hardware Shops,"
Marvel Architectural Hardwa..,+(91)-9979009217,4.7,1000,"131 GOLDEN PLAZA, TAGOR ROAD, Rajkot - 360002, OPO, ATUL MARUTI SHOWROOM",,"Hardware Shops,"
Gajjar Hardware,+(91)-9925386801,5.0,1000,"1, Krishna Complex, Panchsheel Society, 80 Feet Road, Gondal Road, Rajkot - 360002, Opposite Sagar Hall",,"Hardware Manufacturers,"
S H Hardware Stores,+(91)-33-65537926,4.1,1000,"26/A, Chandni Chawk Street, Princep Street, Kolkata - 700072, Near A Kalam Hotel",,"Hardware Shops,"
Shri Hari Hardware,+(91)-9152928303,4.4,1000,"GF-13,Shankheshwar Estate,Phase-1, Railway Over Bridge, Vatva GIDC, Ahmedabad - 382445, Nr,AMCO Bank Vatva Gidc",,"Hardware Shops,"
